row_id	pdf_page	block	row_in_block	h	k	l	Fcal2_raw	Fobs2_raw	sigma_Fobs2_raw	marker_raw	Fcal2_numeric	Fobs2_numeric	sigma_Fobs2_numeric	Fcal2_sign_status	Fobs2_sign_status
si-p03-R-r007	3	R	7	13	15	15	26532.53	38894.32	9781.8	o	26532.53	38894.32	9781.8	resolved	resolved
si-p03-R-r008	3	R	8	15	15	15	409679.56	421030.94	15195.45	o	409679.56	421030.94	15195.45	resolved	resolved
si-p03-R-r009	3	R	9	0	0	16	5230519.5	5407955	74414	o	5230519.5	5407955.0	74414.0	resolved	resolved
si-p03-R-r010	3	R	10	2	2	16	589741.13	559878.19	19144.06	o	589741.13	559878.19	19144.06	resolved	resolved
si-p03-R-r011	3	R	11	0	4	16	325688.09	364090.16	16669.71	o	325688.09	364090.16	16669.71	resolved	resolved
si-p03-R-r012	3	R	12	2	4	16	8895.09	7583.66	5267.26	o	8895.09	7583.66	5267.26	resolved	resolved
si-p03-R-r013	3	R	13	4	4	16	670489.94	675992.94	28680.22	o	670489.94	675992.94	28680.22	resolved	resolved
si-p03-R-r014	3	R	14	2	6	16	9863.73	27956.22	5598.57	o	9863.73	27956.22	5598.57	resolved	resolved
si-p03-R-r015	3	R	15	4	6	16	6214.34	7917.15	13505.72	o	6214.34	7917.15	13505.72	resolved	resolved
si-p03-R-r016	3	R	16	6	6	16	142510.45	182563.89	8165.08	o	142510.45	182563.89	8165.08	resolved	resolved
si-p03-R-r017	3	R	17	0	8	16	58030.75	54807.14	8214.06	o	58030.75	54807.14	8214.06	resolved	resolved
si-p03-R-r018	3	R	18	2	8	16	11887.27	39494.31	9489.65	o	11887.27	39494.31	9489.65	resolved	resolved
si-p03-R-r019	3	R	19	4	8	16	203.87	66.28	5627.7	o	203.87	66.28	5627.7	resolved	resolved
si-p03-R-r020	3	R	20	6	8	16	1732.81	-822.08	8207.69	o	1732.81	-822.08	8207.69	resolved	resolved
si-p03-R-r021	3	R	21	8	8	16	2972487.5	3008076	147578.5	o	2972487.5	3008076.0	147578.5	resolved	resolved
si-p03-R-r022	3	R	22	2	10	16	17161.4	18465.11	6091.39	o	17161.4	18465.11	6091.39	resolved	resolved
si-p03-R-r023	3	R	23	4	10	16	9402.24	8092.06	6092.44	o	9402.24	8092.06	6092.44	resolved	resolved
si-p03-R-r024	3	R	24	6	10	16	221017.25	213418.2	9514.35	o	221017.25	213418.2	9514.35	resolved	resolved
si-p03-R-r025	3	R	25	8	10	16	3901.91	8301.92	6414.96	o	3901.91	8301.92	6414.96	resolved	resolved
si-p03-R-r026	3	R	26	10	10	16	563756.38	566514.75	17284.68	o	563756.38	566514.75	17284.68	resolved	resolved
si-p03-R-r027	3	R	27	0	12	16	25999.3	42197.85	6463.84	o	25999.3	42197.85	6463.84	resolved	resolved
si-p03-R-r028	3	R	28	2	12	16	6936.72	19551.08	6694.64	o	6936.72	19551.08	6694.64	resolved	resolved
si-p03-R-r029	3	R	29	4	12	16	198102.31	194278.75	8085.6	o	198102.31	194278.75	8085.6	resolved	resolved
si-p03-R-r030	3	R	30	6	12	16	8644.45	-6004.99	6782.77	o	8644.45	-6004.99	6782.77	resolved	resolved
si-p03-R-r031	3	R	31	8	12	16	118941.27	134838.48	10375.55	o	118941.27	134838.48	10375.55	resolved	resolved
si-p03-R-r032	3	R	32	10	12	16	2067.59	2941.37	6211.65	o	2067.59	2941.37	6211.65	resolved	resolved
si-p03-R-r033	3	R	33	12	12	16	448302.53	442547.84	10130.78	o	448302.53	442547.84	10130.78	resolved	resolved
si-p03-R-r034	3	R	34	2	14	16	558134.31	593562.38	11893.45	o	558134.31	593562.38	11893.45	resolved	resolved
si-p03-R-r035	3	R	35	4	14	16	5830.44	6822.96	6419.91	o	5830.44	6822.96	6419.91	resolved	resolved
si-p03-R-r036	3	R	36	6	14	16	963.92	7443.2	6254.79	o	963.92	7443.2	6254.79	resolved	resolved
si-p03-R-r037	3	R	37	8	14	16	2666.2	4424.03	6195.35	o	2666.2	4424.03	6195.35	resolved	resolved
si-p03-R-r038	3	R	38	10	14	16	6698.63	12433.5	16590.82	o	6698.63	12433.5	16590.82	resolved	resolved
si-p03-R-r039	3	R	39	12	14	16	181.24	8109.72	6167.45	o	181.24	8109.72	6167.45	resolved	resolved
si-p03-R-r040	3	R	40	14	14	16	417674.31	401820.44	19523.23	o	417674.31	401820.44	19523.23	resolved	resolved
si-p03-R-r041	3	R	41	0	16	16	751627	752452.44	16786.38	o	751627.0	752452.44	16786.38	resolved	resolved
si-p03-R-r042	3	R	42	2	16	16	2910.42	5239	9197.35	o	2910.42	5239.0	9197.35	resolved	resolved
si-p03-R-r043	3	R	43	4	16	16	157157.86	152304.36	10962.18	o	157157.86	152304.36	10962.18	resolved	resolved
si-p03-R-r044	3	R	44	6	16	16	1087.96	13737.54	8847.91	o	1087.96	13737.54	8847.91	resolved	resolved
si-p03-R-r045	3	R	45	8	16	16	151.8	-7683.63	9313.49	o	151.8	-7683.63	9313.49	resolved	resolved
si-p04-L-r001	4	L	1	10	16	16	814.5	-9313.55	9429.97	o	814.5	-9313.55	9429.97	resolved	resolved
si-p04-L-r002	4	L	2	12	16	16	98034.78	90662.19	11070.58	o	98034.78	90662.19	11070.58	resolved	resolved
si-p04-L-r003	4	L	3	14	16	16	3438.08	13621.41	9663.05	o	3438.08	13621.41	9663.05	resolved	resolved
si-p04-L-r004	4	L	4	16	16	16	291433.28	269658.69	13541.3	o	291433.28	269658.69	13541.3	resolved	resolved
si-p04-L-r005	4	L	5	1	1	17	895159.13	912539.56	38556.16	o	895159.13	912539.56	38556.16	resolved	resolved
si-p04-L-r006	4	L	6	1	3	17	115593.25	135970.91	6386.7	o	115593.25	135970.91	6386.7	resolved	resolved
si-p04-L-r007	4	L	7	3	3	17	45118.02	54706.5	5846.7	o	45118.02	54706.5	5846.7	resolved	resolved
si-p04-L-r008	4	L	8	1	5	17	63.08	-1927.47	5473.84	o	63.08	-1927.47	5473.84	resolved	resolved
si-p04-L-r009	4	L	9	3	5	17	20683.65	26897.79	5674.55	o	20683.65	26897.79	5674.55	resolved	resolved
si-p04-L-r010	4	L	10	5	5	17	140860.8	182179.92	20994.85	o	140860.8	182179.92	20994.85	resolved	resolved
si-p04-L-r011	4	L	11	1	7	17	135324.19	154311.92	7114.39	o	135324.19	154311.92	7114.39	resolved	resolved
si-p04-L-r012	4	L	12	3	7	17	42227.03	44563.86	6258.22	o	42227.03	44563.86	6258.22	resolved	resolved
si-p04-L-r013	4	L	13	5	7	17	52653.94	55739.05	6548.55	o	52653.94	55739.05	6548.55	resolved	resolved
si-p04-L-r014	4	L	14	7	7	17	130999.47	129963.74	7337.21	o	130999.47	129963.74	7337.21	resolved	resolved
si-p04-L-r015	4	L	15	1	9	17	74188.43	66925.19	7108.3	o	74188.43	66925.19	7108.3	resolved	resolved
si-p04-L-r016	4	L	16	3	9	17	465479.56	481225.88	12003.4	o	465479.56	481225.88	12003.4	resolved	resolved
si-p04-L-r017	4	L	17	5	9	17	149692.39	163677.61	8631.06	o	149692.39	163677.61	8631.06	resolved	resolved
si-p04-L-r018	4	L	18	7	9	17	444857.06	454255.06	9927.6	o	444857.06	454255.06	9927.6	resolved	resolved
si-p04-L-r019	4	L	19	9	9	17	279370.16	295069.38	11388.05	o	279370.16	295069.38	11388.05	resolved	resolved
si-p04-L-r020	4	L	20	1	11	17	61243.5	79412.84	6918.63	o	61243.5	79412.84	6918.63	resolved	resolved
si-p04-L-r021	4	L	21	3	11	17	21347.95	38542.11	6832.87	o	21347.95	38542.11	6832.87	resolved	resolved
si-p04-L-r022	4	L	22	5	11	17	5730.73	11488.38	12341.2	o	5730.73	11488.38	12341.2	resolved	resolved
si-p04-L-r023	4	L	23	7	11	17	3132.45	13566.13	15251.38	o	3132.45	13566.13	15251.38	resolved	resolved
si-p04-L-r024	4	L	24	9	11	17	155121.58	162896.48	11953.84	o	155121.58	162896.48	11953.84	resolved	resolved
si-p04-L-r025	4	L	25	11	11	17	159592.42	160340.33	7746.34	o	159592.42	160340.33	7746.34	resolved	resolved
si-p04-L-r026	4	L	26	1	13	17	219763.06	242799.2	8812.11	o	219763.06	242799.2	8812.11	resolved	resolved
si-p04-L-r027	4	L	27	3	13	17	166887.45	190089.22	8121.38	o	166887.45	190089.22	8121.38	resolved	resolved
si-p04-L-r028	4	L	28	5	13	17	13656.39	22792.97	7801.25	o	13656.39	22792.97	7801.25	resolved	resolved
si-p04-L-r029	4	L	29	7	13	17	77.59	5971.4	6050.13	o	77.59	5971.4	6050.13	resolved	resolved
si-p04-L-r030	4	L	30	9	13	17	58589.93	47817.84	7207.26	o	58589.93	47817.84	7207.26	resolved	resolved
si-p04-L-r031	4	L	31	11	13	17	100.96	1685.47	8731.39	o	100.96	1685.47	8731.39	resolved	resolved
si-p04-L-r032	4	L	32	13	13	17	146049.09	156657.56	10726.41	o	146049.09	156657.56	10726.41	resolved	resolved
si-p04-L-r033	4	L	33	1	15	17	238818.06	255019.39	21244.19	o	238818.06	255019.39	21244.19	resolved	resolved
si-p04-L-r034	4	L	34	3	15	17	183535.66	182083.02	10382.17	o	183535.66	182083.02	10382.17	resolved	resolved
si-p04-L-r035	4	L	35	5	15	17	8740.41	1811.7	6459.22	o	8740.41	1811.7	6459.22	resolved	resolved
si-p04-L-r036	4	L	36	7	15	17	50810.97	43123.66	6918.65	o	50810.97	43123.66	6918.65	resolved	resolved
si-p04-L-r037	4	L	37	9	15	17	57891.83	52026.05	10949.93	o	57891.83	52026.05	10949.93	resolved	resolved
si-p04-L-r038	4	L	38	11	15	17	5402.99	9605.05	6668.31	o	5402.99	9605.05	6668.31	resolved	resolved
si-p04-L-r039	4	L	39	13	15	17	51498.2	67396.22	7803.98	o	51498.2	67396.22	7803.98	resolved	resolved
si-p04-L-r040	4	L	40	15	15	17	285496.84	259018.23	9946.21	o	285496.84	259018.23	9946.21	resolved	resolved
si-p04-L-r041	4	L	41	1	17	17	37857.14	31561.98	9899.51	o	37857.14	31561.98	9899.51	resolved	resolved
si-p04-L-r042	4	L	42	3	17	17	70876.01	80271.83	10135.92	o	70876.01	80271.83	10135.92	resolved	resolved
si-p04-L-r043	4	L	43	5	17	17	134797.02	131619.7	11541.5	o	134797.02	131619.7	11541.5	resolved	resolved
si-p04-L-r044	4	L	44	7	17	17	409133.66	414418.81	14729.69	o	409133.66	414418.81	14729.69	resolved	resolved
si-p04-L-r045	4	L	45	9	17	17	69866.34	78986.66	10601.46	o	69866.34	78986.66	10601.46	resolved	resolved
si-p04-R-r001	4	R	1	11	17	17	1808.84	3725.46	9546.48	o	1808.84	3725.46	9546.48	resolved	resolved
si-p04-R-r002	4	R	2	13	17	17	50569.71	57072.32	11297.99	o	50569.71	57072.32	11297.99	resolved	resolved
si-p04-R-r003	4	R	3	15	17	17	29189.59	20495.14	11062.72	o	29189.59	20495.14	11062.72	resolved	resolved
si-p04-R-r004	4	R	4	17	17	17	254473.34	239081.63	14118.54	o	254473.34	239081.63	14118.54	resolved	resolved
si-p04-R-r005	4	R	5	0	2	18	452932.5	410519.41	12591.91	o	452932.5	410519.41	12591.91	resolved	resolved
si-p04-R-r006	4	R	6	2	2	18	104272.34	133724.44	6553.3	o	104272.34	133724.44	6553.3	resolved	resolved
si-p04-R-r007	4	R	7	2	4	18	41650.93	44629.18	6214.94	o	41650.93	44629.18	6214.94	resolved	resolved
si-p04-R-r008	4	R	8	4	4	18	93608.01	75654.02	6548.99	o	93608.01	75654.02	6548.99	resolved	resolved
si-p04-R-r009	4	R	9	0	6	18	176182.14	184167.84	7341.92	o	176182.14	184167.84	7341.92	resolved	resolved
si-p04-R-r010	4	R	10	2	6	18	770157.31	756113.38	39623	o	770157.31	756113.38	39623.0	resolved	resolved
si-p04-R-r011	4	R	11	4	6	18	6498.4	12516.02	8673.9	o	6498.4	12516.02	8673.9	resolved	resolved
si-p04-R-r012	4	R	12	6	6	18	9852.29	26739.26	10187.87	o	9852.29	26739.26	10187.87	resolved	resolved
si-p04-R-r013	4	R	13	2	8	18	32747.95	42999.49	6871.51	o	32747.95	42999.49	6871.51	resolved	resolved
si-p04-R-r014	4	R	14	4	8	18	8960.63	15218.61	6502.46	o	8960.63	15218.61	6502.46	resolved	resolved
si-p04-R-r015	4	R	15	6	8	18	263170.38	246801.64	23240.91	o	263170.38	246801.64	23240.91	resolved	resolved
si-p04-R-r016	4	R	16	8	8	18	19827.72	21380.82	6792.63	o	19827.72	21380.82	6792.63	resolved	resolved
si-p04-R-r017	4	R	17	0	10	18	9892.57	24009.64	6380.19	o	9892.57	24009.64	6380.19	resolved	resolved
si-p04-R-r018	4	R	18	2	10	18	616450.5	629846.63	12314.37	o	616450.5	629846.63	12314.37	resolved	resolved
si-p04-R-r019	4	R	19	4	10	18	55362.96	49193	12872.71	o	55362.96	49193.0	12872.71	resolved	resolved
si-p04-R-r020	4	R	20	6	10	18	104606.81	92993.23	7291.08	o	104606.81	92993.23	7291.08	resolved	resolved
si-p04-R-r021	4	R	21	8	10	18	277931.81	277569.06	19736.72	o	277931.81	277569.06	19736.72	resolved	resolved
si-p04-R-r022	4	R	22	10	10	18	61152.88	47539.64	6753.3	o	61152.88	47539.64	6753.3	resolved	resolved
si-p04-R-r023	4	R	23	2	12	18	69285.22	53062.16	7167.58	o	69285.22	53062.16	7167.58	resolved	resolved
si-p04-R-r024	4	R	24	4	12	18	119347.93	118201.09	7417.52	o	119347.93	118201.09	7417.52	resolved	resolved
si-p04-R-r025	4	R	25	6	12	18	18265.01	20092	6295.16	o	18265.01	20092.0	6295.16	resolved	resolved
si-p04-R-r026	4	R	26	8	12	18	652.98	3143.32	6174.06	o	652.98	3143.32	6174.06	resolved	resolved
si-p04-R-r027	4	R	27	10	12	18	39814.28	37800.23	9957.99	o	39814.28	37800.23	9957.99	resolved	resolved
si-p04-R-r028	4	R	28	12	12	18	78645.47	73821.23	10078.34	o	78645.47	73821.23	10078.34	resolved	resolved
si-p04-R-r029	4	R	29	0	14	18	193180.56	200029.13	15633.31	o	193180.56	200029.13	15633.31	resolved	resolved
si-p04-R-r030	4	R	30	2	14	18	50650.67	56757.5	6877.2	o	50650.67	56757.5	6877.2	resolved	resolved
si-p04-R-r031	4	R	31	4	14	18	191661.83	200484	8205.16	o	191661.83	200484.0	8205.16	resolved	resolved
si-p04-R-r032	4	R	32	6	14	18	349289.56	355858.03	14606.71	o	349289.56	355858.03	14606.71	resolved	resolved
si-p04-R-r033	4	R	33	8	14	18	416.39	23365.5	7159.77	o	416.39	23365.5	7159.77	resolved	resolved
si-p04-R-r034	4	R	34	10	14	18	361917.25	351612.31	19455.3	o	361917.25	351612.31	19455.3	resolved	resolved
si-p04-R-r035	4	R	35	12	14	18	5656.93	8494.12	7043.71	o	5656.93	8494.12	7043.71	resolved	resolved
si-p04-R-r036	4	R	36	14	14	18	180.79	12706.88	6661.86	o	180.79	12706.88	6661.86	resolved	resolved
si-p04-R-r037	4	R	37	2	16	18	344781.69	356235.81	9707.31	o	344781.69	356235.81	9707.31	resolved	resolved
si-p04-R-r038	4	R	38	4	16	18	955.61	-5900.29	6584.14	o	955.61	-5900.29	6584.14	resolved	resolved
si-p04-R-r039	4	R	39	6	16	18	312907.06	323274.94	22073.6	o	312907.06	323274.94	22073.6	resolved	resolved
si-p04-R-r040	4	R	40	8	16	18	1420.4	5672.77	6626.49	o	1420.4	5672.77	6626.49	resolved	resolved
si-p04-R-r041	4	R	41	10	16	18	35415.35	32418.63	7534.59	o	35415.35	32418.63	7534.59	resolved	resolved
si-p04-R-r042	4	R	42	12	16	18	3778.48	556.39	15949.91	o	3778.48	556.39	15949.91	resolved	resolved
si-p04-R-r043	4	R	43	14	16	18	267494.66	265740.97	11087.27	o	267494.66	265740.97	11087.27	resolved	resolved
si-p04-R-r044	4	R	44	16	16	18	6066.63	19956.13	7367.72	o	6066.63	19956.13	7367.72	resolved	resolved
si-p04-R-r045	4	R	45	0	18	18	22094.92	29926.18	9897.76	o	22094.92	29926.18	9897.76	resolved	resolved
si-p05-L-r001	5	L	1	2	18	18	49567.49	48104.68	10249.91	o	49567.49	48104.68	10249.91	resolved	resolved
si-p05-L-r002	5	L	2	4	18	18	135.18	-6519.44	9895.58	o	135.18	-6519.44	9895.58	resolved	resolved
si-p05-L-r003	5	L	3	6	18	18	266960.19	281535.91	13656.59	o	266960.19	281535.91	13656.59	resolved	resolved
si-p05-L-r004	5	L	4	8	18	18	265.6	3026.89	9546.34	o	265.6	3026.89	9546.34	resolved	resolved
si-p05-L-r005	5	L	5	10	18	18	260141.08	257916.8	14121.24	o	260141.08	257916.8	14121.24	resolved	resolved
si-p05-L-r006	5	L	6	12	18	18	7134.01	12224.74	10361.92	o	7134.01	12224.74	10361.92	resolved	resolved
si-p05-L-r007	5	L	7	14	18	18	29317.05	18981.22	10946.22	o	29317.05	18981.22	10946.22	resolved	resolved
si-p05-L-r008	5	L	8	16	18	18	331.41	-8964.25	10710.53	o	331.41	-8964.25	10710.53	resolved	resolved
si-p05-L-r009	5	L	9	18	18	18	23417.71	36795.57	11178.4	o	23417.71	36795.57	11178.4	resolved	resolved
si-p05-L-r010	5	L	10	1	1	19	12517.48	13050.56	6008.67	o	12517.48	13050.56	6008.67	resolved	resolved
si-p05-L-r011	5	L	11	1	3	19	85948.69	78338.59	6675.31	o	85948.69	78338.59	6675.31	resolved	resolved
si-p05-L-r012	5	L	12	3	3	19	19290.22	9033.6	6408.32	o	19290.22	9033.6	6408.32	resolved	resolved
si-p05-L-r013	5	L	13	1	5	19	22338.02	23330.75	6628.27	o	22338.02	23330.75	6628.27	resolved	resolved
si-p05-L-r014	5	L	14	3	5	19	515989.97	530321.63	25893.82	o	515989.97	530321.63	25893.82	resolved	resolved
si-p05-L-r015	5	L	15	5	5	19	97540.59	100103.02	7086.57	o	97540.59	100103.02	7086.57	resolved	resolved
si-p05-L-r016	5	L	16	1	7	19	11478.69	6444.85	6792	o	11478.69	6444.85	6792.0	resolved	resolved
si-p05-L-r017	5	L	17	3	7	19	45832.34	57808.01	6917.29	o	45832.34	57808.01	6917.29	resolved	resolved
si-p05-L-r018	5	L	18	5	7	19	199132.52	216308.13	10502.58	o	199132.52	216308.13	10502.58	resolved	resolved
si-p05-L-r019	5	L	19	7	7	19	35577.95	34698.53	6949.82	o	35577.95	34698.53	6949.82	resolved	resolved
si-p05-L-r020	5	L	20	1	9	19	97990.02	86112.2	7498.49	o	97990.02	86112.2	7498.49	resolved	resolved
si-p05-L-r021	5	L	21	3	9	19	10.98	18376.98	12340.36	o	10.98	18376.98	12340.36	resolved	resolved
si-p05-L-r022	5	L	22	5	9	19	215462.89	213809.67	10620.48	o	215462.89	213809.67	10620.48	resolved	resolved
si-p05-L-r023	5	L	23	7	9	19	85634.36	100472.05	10662.61	o	85634.36	100472.05	10662.61	resolved	resolved
si-p05-L-r024	5	L	24	9	9	19	50481.25	52360.49	6709.42	o	50481.25	52360.49	6709.42	resolved	resolved
si-p05-L-r025	5	L	25	1	11	19	3181.62	-771.95	6458.84	o	3181.62	-771.95	6458.84	resolved	resolved
si-p05-L-r026	5	L	26	3	11	19	67494	57096.66	7001.12	o	67494.0	57096.66	7001.12	resolved	resolved
si-p05-L-r027	5	L	27	5	11	19	93440.87	96523.35	18937.73	o	93440.87	96523.35	18937.73	resolved	resolved
si-p05-L-r028	5	L	28	7	11	19	81237.58	95028.53	9496.54	o	81237.58	95028.53	9496.54	resolved	resolved
si-p05-L-r029	5	L	29	9	11	19	69349.42	53078.06	6918.54	o	69349.42	53078.06	6918.54	resolved	resolved
si-p05-L-r030	5	L	30	11	11	19	68847.6	76788.96	8155.1	o	68847.6	76788.96	8155.1	resolved	resolved
si-p05-L-r031	5	L	31	1	13	19	62638.16	67502.51	6918.17	o	62638.16	67502.51	6918.17	resolved	resolved
si-p05-L-r032	5	L	32	3	13	19	43083.73	46281.9	9900.2	o	43083.73	46281.9	9900.2	resolved	resolved
si-p05-L-r033	5	L	33	5	13	19	227804.06	242791.16	8581.02	o	227804.06	242791.16	8581.02	resolved	resolved
si-p05-L-r034	5	L	34	7	13	19	4317.74	12410.18	6502.03	o	4317.74	12410.18	6502.03	resolved	resolved
si-p05-L-r035	5	L	35	9	13	19	17766.43	25130.2	16185.12	o	17766.43	25130.2	16185.12	resolved	resolved
si-p05-L-r036	5	L	36	11	13	19	32396.53	41234.82	6915.68	o	32396.53	41234.82	6915.68	resolved	resolved
si-p05-L-r037	5	L	37	13	13	19	52984.12	56405.85	7450.75	o	52984.12	56405.85	7450.75	resolved	resolved
si-p05-L-r038	5	L	38	1	15	19	4867.06	8177.1	6297.42	o	4867.06	8177.1	6297.42	resolved	resolved
si-p05-L-r039	5	L	39	3	15	19	291240.53	308535.47	9164.1	o	291240.53	308535.47	9164.1	resolved	resolved
si-p05-L-r040	5	L	40	5	15	19	2082.08	687.4	7392.73	o	2082.08	687.4	7392.73	resolved	resolved
si-p05-L-r041	5	L	41	7	15	19	9325.39	18584.12	10304.01	o	9325.39	18584.12	10304.01	resolved	resolved
si-p05-L-r042	5	L	42	9	15	19	2048.38	6489.19	6626.53	o	2048.38	6489.19	6626.53	resolved	resolved
si-p05-L-r043	5	L	43	11	15	19	51837.02	53188.29	8502.81	o	51837.02	53188.29	8502.81	resolved	resolved
si-p05-L-r044	5	L	44	13	15	19	106291.91	106647.37	8448.78	o	106291.91	106647.37	8448.78	resolved	resolved
si-p05-L-r045	5	L	45	15	15	19	57794.94	46343.07	7823.26	o	57794.94	46343.07	7823.26	resolved	resolved
si-p05-R-r001	5	R	1	1	17	19	30256.87	35081.34	7011.31	o	30256.87	35081.34	7011.31	resolved	resolved
si-p05-R-r002	5	R	2	3	17	19	124172.96	120888.93	8365.54	o	124172.96	120888.93	8365.54	resolved	resolved
si-p05-R-r003	5	R	3	5	17	19	56322.32	53881.07	7577.67	o	56322.32	53881.07	7577.67	resolved	resolved
si-p05-R-r004	5	R	4	7	17	19	194.55	-249.67	8964.24	o	194.55	-249.67	8964.24	resolved	resolved
si-p05-R-r005	5	R	5	9	17	19	32204.47	33806.74	15837.78	o	32204.47	33806.74	15837.78	resolved	resolved
si-p05-R-r006	5	R	6	11	17	19	13713.97	29840.21	9780.4	o	13713.97	29840.21	9780.4	resolved	resolved
si-p05-R-r007	5	R	7	13	17	19	112216.57	105351.02	14916.79	o	112216.57	105351.02	14916.79	resolved	resolved
si-p05-R-r008	5	R	8	15	17	19	56929.89	57655.46	12521.31	o	56929.89	57655.46	12521.31	resolved	resolved
si-p05-R-r009	5	R	9	17	17	19	2118.25	-289.23	7891.32	o	2118.25	-289.23	7891.32	resolved	resolved
si-p05-R-r010	5	R	10	1	19	19	80310.86	103575.66	10951.76	o	80310.86	103575.66	10951.76	resolved	resolved
si-p05-R-r011	5	R	11	3	19	19	14844.99	8383.32	10246.27	o	14844.99	8383.32	10246.27	resolved	resolved
si-p05-R-r012	5	R	12	5	19	19	144184.91	142573.83	12706.91	o	144184.91	142573.83	12706.91	resolved	resolved
si-p05-R-r013	5	R	13	7	19	19	47688.39	44957.53	10831.74	o	47688.39	44957.53	10831.74	resolved	resolved
si-p05-R-r014	5	R	14	9	19	19	6247.36	7101.93	10711.11	o	6247.36	7101.93	10711.11	resolved	resolved
si-p05-R-r015	5	R	15	11	19	19	8362.34	16998.38	10012.74	o	8362.34	16998.38	10012.74	resolved	resolved
si-p05-R-r016	5	R	16	13	19	19	22935.4	4424.8	11993.52	o	22935.4	4424.8	11993.52	resolved	resolved
si-p05-R-r017	5	R	17	15	19	19	144493.36	123207.3	14337.27	o	144493.36	123207.3	14337.27	resolved	resolved
si-p05-R-r018	5	R	18	17	19	19	94199.79	78528.11	13981.27	o	94199.79	78528.11	13981.27	resolved	resolved
si-p05-R-r019	5	R	19	19	19	19	3338.03	8848.04	11991.43	o	3338.03	8848.04	11991.43	resolved	resolved
si-p05-R-r020	5	R	20	0	0	20	43891.56	36646.46	6791.76	o	43891.56	36646.46	6791.76	resolved	resolved
si-p05-R-r021	5	R	21	2	2	20	1805.63	7095.79	6501.88	o	1805.63	7095.79	6501.88	resolved	resolved
si-p05-R-r022	5	R	22	0	4	20	257241.45	251799.17	8546.55	o	257241.45	251799.17	8546.55	resolved	resolved
si-p05-R-r023	5	R	23	2	4	20	280587	257056.48	8590.44	o	280587.0	257056.48	8590.44	resolved	resolved
si-p05-R-r024	5	R	24	4	4	20	7652.38	20782.6	6586.23	o	7652.38	20782.6	6586.23	resolved	resolved
si-p05-R-r025	5	R	25	2	6	20	284932.16	273733.78	8994.56	o	284932.16	273733.78	8994.56	resolved	resolved
si-p05-R-r026	5	R	26	4	6	20	252182.91	274000.22	11267.63	o	252182.91	274000.22	11267.63	resolved	resolved
si-p05-R-r027	5	R	27	6	6	20	56685.63	46681.24	9552.55	o	56685.63	46681.24	9552.55	resolved	resolved
si-p05-R-r028	5	R	28	0	8	20	1265195.13	1314891.5	52266.77	o	1265195.13	1314891.5	52266.77	resolved	resolved
si-p05-R-r029	5	R	29	2	8	20	2087.32	2629.06	8440.54	o	2087.32	2629.06	8440.54	resolved	resolved
si-p05-R-r030	5	R	30	4	8	20	666537.94	671273.31	11565.35	o	666537.94	671273.31	11565.35	resolved	resolved
si-p05-R-r031	5	R	31	6	8	20	2628.79	6025.81	6132.63	o	2628.79	6025.81	6132.63	resolved	resolved
si-p05-R-r032	5	R	32	8	8	20	19465.6	10758.32	6420.77	o	19465.6	10758.32	6420.77	resolved	resolved
si-p05-R-r033	5	R	33	2	10	20	21251.52	18464.72	9956.15	o	21251.52	18464.72	9956.15	resolved	resolved
si-p05-R-r034	5	R	34	4	10	20	198546.3	210620.42	10500.69	o	198546.3	210620.42	10500.69	resolved	resolved
si-p05-R-r035	5	R	35	6	10	20	98701.47	100835.61	15092.39	o	98701.47	100835.61	15092.39	resolved	resolved
si-p05-R-r036	5	R	36	8	10	20	50.1	-6332.25	6332.25	o	50.1	-6332.25	6332.25	resolved	resolved
si-p05-R-r037	5	R	37	10	10	20	4278.17	3376.28	12806.6	o	4278.17	3376.28	12806.6	resolved	resolved
si-p05-R-r038	5	R	38	0	12	20	370748.84	347392.84	9422.1	o	370748.84	347392.84	9422.1	resolved	resolved
si-p05-R-r039	5	R	39	2	12	20	249802.05	248744.88	11439.73	o	249802.05	248744.88	11439.73	resolved	resolved
si-p05-R-r040	5	R	40	4	12	20	130831.55	136639.2	7826.15	o	130831.55	136639.2	7826.15	resolved	resolved
si-p05-R-r041	5	R	41	6	12	20	196012.09	196691.73	8166.51	o	196012.09	196691.73	8166.51	resolved	resolved
si-p05-R-r042	5	R	42	8	12	20	203951.02	178033.69	8660.62	o	203951.02	178033.69	8660.62	resolved	resolved
si-p05-R-r043	5	R	43	10	12	20	138617.42	134220.31	8119.54	o	138617.42	134220.31	8119.54	resolved	resolved
si-p05-R-r044	5	R	44	12	12	20	40706.76	36698.61	7367.5	o	40706.76	36698.61	7367.5	resolved	resolved
si-p05-R-r045	5	R	45	2	14	20	98.98	-798.39	17055.32	o	98.98	-798.39	17055.32	resolved	resolved
si-p06-L-r001	6	L	1	4	14	20	173001.77	172114.5	16969	o	173001.77	172114.5	16969.0	resolved	resolved
si-p06-L-r002	6	L	2	6	14	20	139589.19	143640.89	8187.25	o	139589.19	143640.89	8187.25	resolved	resolved
si-p06-L-r003	6	L	3	8	14	20	744.35	8893.86	6666.47	o	744.35	8893.86	6666.47	resolved	resolved
si-p06-L-r004	6	L	4	10	14	20	26019.71	29244.54	7286.84	o	26019.71	29244.54	7286.84	resolved	resolved
si-p06-L-r005	6	L	5	12	14	20	149781.16	148703.38	8779.28	o	149781.16	148703.38	8779.28	resolved	resolved
